sugar,butter,egg,flour,milk,raising-agent,water,salt,syrup,label
100,225,52,301,0,3,0,1.5,0,biscuit
370,475,104,280,0,12,0,6,0,biscuit
125,225,0,250,0,0,0,0,0,biscuit
110,85,52,225,0,0,0,1,110,biscuit
450,0,208,250,0,0,0,3,0,biscuit
370,175,0,320,0,6,0,3,0,biscuit
85,113,0,226,0,0,0,0,6.5,biscuit
288,370,52,310,160,3,0,0,0,biscuit
55,55,52,70,0,0,0,0,0,biscuit
100,110,52,190,0,0,0,34,0,biscuit
65,125,74,250,0,0,0,0,0,biscuit
500,200,32,625,0,6,0,6,0,biscuit
300,450,140,1000,125,12,0,0,0,biscuit
100,500,0,500,397,17,0,1,0,biscuit
85,175,0,200,0,0,0,0,0,biscuit
405,300,104,400,0,6,0,0,0,biscuit
250,150,104,450,0,12,0,3,0,biscuit
50,0,33,150,0,0,0,0,0,biscuit
50,80,0,250,0,0,0,1,0,biscuit
189,165,52,170,100,3,51,0,0,biscuit
280,225,104,570,0,6,0,12,0,biscuit
210,115,52,190,0,3,0,0,0,biscuit
200,500,0,500,0,0,0,0,0,biscuit
350,300,52,500,60,0,0,0,0,biscuit
380,250,52,350,0,6,34,1,0,biscuit
315,170,0,150,0,0,0,0,0,biscuit
100,50,0,368,0,0,0,1,51,biscuit
420,225,156,470,0,12,0,0,0,biscuit
400,275,104,250,0,6,0,3,0,biscuit
170,130,0,165,0,17,0,0,0,biscuit
178,175,0,285,0,6,244,1.5,0,biscuit
225,250,135,500,17,0,0,0,0,biscuit
150,125,52,150,0,4.5,0,0,0,biscuit
388,230,104,400,500,3,0,1,0,biscuit
100,100,52,500,0,12,0,0,200,biscuit
102,102,0,102,0,0,0,0,0,biscuit
420,200,104,410,0,12,0,1.5,0,biscuit
356,250,104,500,0,1,0,0,0,biscuit
66,170,0,200,0,0,0,0,0,biscuit
63,170,0,222,0,0,0,0,0,biscuit
368,500,170,700,100,0,0,0,0,biscuit
300,200,0,1000,0,0,0,0,0,biscuit
220,50,22,125,0,0,85,0,0,biscuit
194,202,52,180,0,6,0,1,0,biscuit
200,225,52,375,0,9,0,0,275,biscuit
285,180,52,250,0,12,0,1.5,0,biscuit
125,125,52,410,0,0,0,0,0,biscuit
420,300,104,425,0,6,0,6,0,biscuit
70,150,52,250,0,0,0,0,0,biscuit
305,34,104,85,0,0.75,0,0.75,0,biscuit
225,150,74,300,34,0,0,0,0,biscuit
110,110,52,310,120,6,0,0.75,0,biscuit
110,250,0,380,0,0,0,0,0,biscuit
200,120,52,250,6,15,0,0,0,biscuit
171,250,198,375,0,3,0,3,0,biscuit
460,125,208,250,0,12,0,3,0,biscuit
200,0,0,350,0,7.5,50,0,250,biscuit
100,125,0,100,0,0,0,1,0,biscuit
112,475,156,250,0,0,0,1,300,biscuit
100,60,52,225,68,0,17,0,0,biscuit
136,136,104,400,68,6,0,0,0,biscuit
200,75,0,500,250,12,0,6,0,biscuit
150,100,104,375,136,12,0,0.75,0,biscuit
100,200,44,300,0,0,0,1,0,biscuit
256,250,52,375,0,0,0,0,0,biscuit
125,250,0,300,0,3,0,0,0,biscuit
225,225,0,350,170,0,0,0,0,biscuit
220,0,0,450,0,12,0,0,0,biscuit
120,120,34,100,0,0,0,0,0,biscuit
210,175,52,200,0,6,0,1.5,0,biscuit
440,200,156,575,125,12,0,3,0,biscuit
400,100,0,225,17,0,225,3,0,biscuit
370,250,104,430,0,12,0,0,0,biscuit
225,200,52,300,0,3,0,0,0,biscuit
275,275,52,400,0,6,0,0,0,biscuit
130,142,0,225,0,3,0,0,68,biscuit
175,125,0,150,0,0,0,0,0,biscuit
60,242,0,250,0,0,0,0,0,biscuit
320,150,52,375,0,3,68,0,0,biscuit
100,180,22,240,0,0,0,0,0,biscuit
100,225,0,155,0,3,0,0,0,biscuit
150,150,33,150,0,0,0,0,0,biscuit
100,125,52,250,0,0,0,0,0,biscuit
400,250,156,410,0,0,0,0,0,biscuit
220,250,0,500,60,21,0,6,0,biscuit
100,111,0,270,0,6,0,0,34,biscuit
117,100,104,900,0,0,462,12,51,biscuit
50,85,52,170,0,0,0,1,0,biscuit
400,240,104,450,0,9,0,3,0,biscuit
300,225,104,375,0,6,0,3,0,biscuit
200,500,96,450,0,6,0,0,0,biscuit
200,225,52,250,0,6,0,6,0,biscuit
110,170,52,375,0,9,0,3,0,biscuit
135,225,0,355,0,0,0,0,17,biscuit
420,210,104,410,0,12,0,0,0,biscuit
70,120,52,250,51,6,0,0,0,biscuit
1150,450,0,500,125,0,0,0,0,biscuit
170,0,0,180,0,3,0,3,0,biscuit
200,250,156,585,0,0,0,0,0,biscuit
225,110,52,350,40,6,0,1,0,biscuit
175,175,0,250,0,12,0,0,34,biscuit
75,75,0,100,0,0,0,0,0,biscuit
185,225,0,250,6,0,0,0,0,biscuit
125,225,0,284,0,0,0,0,0,biscuit
175,100,0,220,0,1.5,0,0,0,biscuit
310,225,66,450,0,6,60,3,0,biscuit
300,170,104,470,0,9,250,6,0,biscuit
200,85,156,60,0,1.5,0,1.5,0,biscuit
82,60,52,125,0,6,0,1,0,biscuit
60,170,0,450,0,0,0,0,200,biscuit
365,235,104,375,0,6,12,3,0,biscuit
500,0,76,100,0,0,0,0,0,biscuit
400,220,22,500,17,12,0,0,0,biscuit
125,225,0,350,0,0,0,0,0,biscuit
100,100,104,300,0,6,0,0,34,biscuit
110,175,44,300,0,0,0,0,0,biscuit
75,150,0,175,0,0,0,0,0,biscuit
225,0,156,225,0,0,0,0,0,biscuit
150,150,44,150,400,6,0,0,0,biscuit
220,125,52,250,0,6,0,0,0,biscuit
525,475,208,1150,0,0,0,17,225,biscuit
170,280,0,399,0,0,0,0,0,biscuit
80,225,0,250,0,0,0,0,0,biscuit
140,110,104,500,0,7.5,0,0,275,biscuit
50,50,0,100,0,12,0,1,34,biscuit
150,110,156,225,0,12,0,0,0,biscuit
220,0,104,200,0,0,0,0,0,biscuit
100,110,104,200,0,1.5,0,3,0,biscuit
459,200,52,500,0,0,0,1,0,biscuit
100,225,0,425,0,0,0,3,0,biscuit
500,340,468,625,0,51,0,0,0,biscuit
200,110,0,475,0,0,0,1,34,biscuit
200,100,0,300,0,0,0,0,0,biscuit
210,225,104,280,285,6,0,0,0,biscuit
132,225,0,345,0,0,0,1,0,biscuit
284,284,0,852,0,0,0,0,0,biscuit
75,115,0,150,0,0,0,0,0,biscuit
80,130,52,250,0,0,0,0,0,biscuit
85,150,0,495,0,6,0,0,175,biscuit
202,115,104,100,0,0,75,0.75,0,biscuit
125,225,52,350,0,6,0,6,0,biscuit
300,150,104,250,0,6,0,1.5,0,biscuit
225,225,0,370,170,0,0,0,0,biscuit
175,125,52,250,0,0,0,0,0,biscuit
125,115,52,165,0,6,0,0,0,biscuit
200,500,0,510,0,0,0,0,0,biscuit
150,125,52,190,0,6,0,0,0,biscuit
365,225,104,225,0,12,0,0,0,biscuit
85,75,0,150,0,0,0,0,34,biscuit
250,100,74,100,0,0,0,0,0,biscuit
350,235,104,330,0,12,0,3,0,biscuit
325,175,104,360,0,6,0,3,0,biscuit
300,225,104,330,0,6,0,3,0,biscuit
180,170,52,250,334,17,0,1.5,0,biscuit
233,250,104,155,100,6,0,0,0,biscuit
450,0,208,525,0,12,0,0,0,biscuit
275,160,44,285,0,6,0,6,0,biscuit
275,300,52,200,51,4.5,0,4.5,0,biscuit
140,250,22,300,100,0,0,0,0,biscuit
100,225,0,250,0,0,0,0,0,biscuit
220,115,104,250,0,12,0,0,0,biscuit
125,150,74,200,0,0,0,0,0,biscuit
185,285,0,225,1,0,0,0,34,biscuit
120,120,0,300,0,6,0,0,34,biscuit
111,1,156,415,0,0,0,1.5,0,biscuit
220,150,52,375,0,3,0,6,0,biscuit
220,110,104,250,0,9,0,3,0,biscuit
320,225,104,450,0,6,0,3,0,biscuit
230,230,52,460,0,6,0,3,0,biscuit
150,110,52,170,0,3,0,1,0,biscuit
130,250,44,300,0,0,0,1,0,biscuit
200,225,53,250,0,0,0,0,0,biscuit
50,150,0,275,0,0,0,1,68,biscuit
110,170,52,225,0,0,0,0,0,biscuit
178,100,52,140,0,3,0,3,0,biscuit
137,225,0,205,0,3,0,1.5,0,biscuit
171,175,104,300,0,6,0,1.5,0,biscuit
212,240,104,200,0,0,0,0,0,biscuit
170,170,0,225,0,0,0,0,0,biscuit
180,200,0,235,0,3,0,0,0,biscuit
225,284,104,272,0,6,0,6,0,biscuit
325,225,104,275,0,3,0,3,0,biscuit
210,225,52,250,0,6,0,0,0,biscuit
125,50,104,250,0,12,0,0,0,biscuit
65,90,0,180,0,0,0,0,65,biscuit
85,85,22,95,0,0,0,1,0,biscuit
125,125,0,250,17,3,0,0,17,biscuit
120,225,0,260,0,3,0,0,0,biscuit
240,275,44,350,0,0,0,0,0,biscuit
280,140,52,280,0,0,0,0,12,biscuit
125,125,156,150,0,15,0,1,0,biscuit
243,285,0,360,0,6,0,3,0,biscuit
89,110,0,165,0,0,0,0,0,biscuit
200,180,0,200,0,0,0,0,0,biscuit
75,110,0,220,100,0,0,0,17,biscuit
420,475,104,300,0,15,0,3,0,biscuit
200,60,52,150,0,9,0,1.5,0,biscuit
120,225,52,250,0,0,0,0,0,biscuit
310,230,52,578,0,6,6,0,0,biscuit
300,225,104,625,0,12,0,3,0,biscuit
225,225,104,300,170,6,0,1.5,0,biscuit
50,0,104,160,0,6,0,3,0,biscuit
50,125,52,150,0,9,0,1,0,biscuit
125,125,52,175,34,0,0,0,0,biscuit
50,115,0,175,0,0,0,1,17,biscuit
85,85,22,95,0,0,0,1,0,biscuit
170,110,52,195,0,3,0,0,34,biscuit
340,175,44,200,0,0,0,0,0,biscuit
300,750,104,375,0,6,0,6,0,biscuit
220,175,52,375,0,3,68,3,0,biscuit
85,110,52,150,0,0,0,0,85,biscuit
285,120,0,315,0,6,68,0,0,biscuit
300,120,156,375,0,6,0,3,0,biscuit
150,120,52,125,0,0,0,1.5,0,biscuit
150,170,52,150,0,8.5,0,0,0,biscuit
85,250,0,335,0,0,0,1,0,biscuit
100,300,110,500,0,16,0,0,0,biscuit
80,130,52,250,0,0,0,0,0,biscuit
145,115,52,175,0,3,0,1.5,0,biscuit
175,245,0,225,102,0,0,0,0,biscuit
375,225,104,310,0,3,0,1.5,0,biscuit
220,175,74,250,0,3,0,3,0,biscuit
450,255,104,555,397,6,0,9,0,biscuit
100,250,0,310,0,0,0,0,0,biscuit
300,225,0,350,0,0,0,0,0,biscuit
100,500,0,625,397,0,0,0,0,biscuit
290,124,52,190,0,3,0,3,68,biscuit
100,100,0,200,0,0,0,0,17,biscuit
100,100,104,200,0,3,0,0,0,biscuit
980,231,104,500,120,12,0,0,0,biscuit
97.5,220,0,170,397,0,0,0,17,biscuit
177,150,0,100,0,0,0,0,0,biscuit
225,240,104,315,0,6,0,0,187,biscuit
256,250,52,375,0,0,0,0,0,biscuit
125,125,0,250,0,0,0,0,42.5,biscuit
200,225,104,375,0,6,17,3,0,biscuit
137,120,104,150,0,3,0,1,0,biscuit
85,140,31,170,0,0,0,1,0,biscuit
102,175,136,250,68,0,0,3,0,biscuit
450,293,104,250,0,0,0,7.5,0,biscuit
50,125,0,150,0,0,0,0,0,biscuit
420,225,104,500,0,6,0,6,0,biscuit
170,125,52,165,0,3,0,1.5,0,biscuit
50,45,44,150,0,0,0,0,0,biscuit
150,0,33,150,0,0,0,0,0,biscuit
775,225,104,625,34,12,0,3.75,0,biscuit
135,75,126,220,85,2,17,0,0,biscuit
68,0,0,68,0,0,0,0,0,biscuit
75,150,0,225,0,0,0,1,75,biscuit
200,210,0,250,0,3,0,0,0,biscuit
150,75,104,280,0,9,0,1.5,0,biscuit
220,350,0,300,400,0,0,0,0,biscuit
75,75,0,175,0,0,0,0,17,biscuit
420,475,104,560,0,12,0,6,0,biscuit
94,85,52,150,0,6,0,0,0,biscuit
300,225,104,300,300,6,0,1.5,0,biscuit
120,200,104,400,0,0,0,1,0,biscuit
80,330,0,270,150,0,0,0,50,biscuit
250,110,104,325,0,4.5,34,3,0,biscuit
75,125,0,250,0,0,0,1,0,biscuit
204,110,52,140,0,1,0,0,0,biscuit
250,125,52,562,0,42,0,10.5,0,biscuit
200,34,104,440,0,12,0,3,0,biscuit
110,55,52,110,110,0,0,1,0,biscuit
350,225,104,350,0,3,0,0,0,biscuit
105,130,0,160,0,6,0,0,0,biscuit
200,125,52,125,0,0,0,0,0,biscuit
165,170,0,256,0,3,0,1.5,0,biscuit
100,120,0,180,0,0,0,0,0,biscuit
420,225,104,300,0,6,0,9,0,biscuit
175,110,52,375,0,6,0,0,51,biscuit
300,250,104,375,0,0,0,3,51,biscuit
200,110,0,585,225,12,0,0,0,biscuit
400,225,104,250,0,6,0,3,0,biscuit
100,225,0,250,0,0,0,0.75,0,biscuit
200,125,52,300,0,18,0,3,0,biscuit
280,240,52,300,0,3,0,3,0,biscuit
400,225,52,380,0,6,0,3,0,biscuit
350,230,104,375,350,12,0,3,0,biscuit
143,285,0,125,622,0,0,0,51,biscuit
425,450,208,560,0,12,0,0,0,biscuit
168,100,52,150,0,1.5,0,1.5,0,biscuit
85,50,52,175,0,3,0,0,34,biscuit
65,202,0,190,0,1.5,0,0,0,biscuit
450,100,0,175,0,0,85,0,0,biscuit
100,100,178,180,17,0,0,0,0,biscuit
175,0,104,250,0,6,0,0.75,0,biscuit
206,250,105,375,0,3,0,1,0,biscuit
120,50,52,215,0,3,0,1,0,biscuit
113,225,0,338,0,0,0,0,0,biscuit
210,0,0,210,0,4.5,0,0,0,biscuit
260,90,104,200,0,9,0,1.5,0,biscuit
55,110,0,170,0,0,0,0,0,biscuit
400,225,104,500,0,18,0,6,0,biscuit
100,250,0,315,0,0,0,0,0,biscuit
400,170,104,550,0,24,0,1.5,0,biscuit
240,180,44,300,0,1,50,1,0,biscuit
325,345,104,250,0,9,0,1.5,0,biscuit
106,100,44,225,400,0,0,0,0,biscuit
50,120,52,230,0,0,0,1,0,biscuit
312,150,104,350,250,24,0,0,51,biscuit
225,110,52,340,0,6,0,0,34,biscuit
320,150,22,250,0,0,0,0,0,biscuit
84,110,22,175,50,0,0,3,0,biscuit
100,250,0,348,0,0,0,0,0,biscuit
234,125,52,275,0,6,17,1.5,0,biscuit
150,0,104,250,0,3,0,60,0,biscuit
240,175,52,210,335,4.5,0,3,0,biscuit
156,103,0,250,68,6,0,0,0,biscuit
75,150,52,200,0,0,0,1,0,biscuit
502,225,0,250,0,0,6,0,0,biscuit
392,225,104,450,0,12,0,6,0,biscuit
325,125,52,225,102,12,0,1.5,0,biscuit
200,250,0,175,0,0,0,0,0,biscuit
150,110,52,280,0,3,0,0,0,biscuit
150,225,52,300,0,0,0,1,0,biscuit
200,225,104,350,0,0,0,6,0,biscuit
85,150,0,175,0,0,0,1,0,biscuit
400,390,104,300,0,9,0,3,0,biscuit
525,225,52,325,0,6,0,0,0,biscuit
50,100,0,100,0,6,0,0,0,biscuit
910,455,364,810,0,0,0,0,0,biscuit
50,100,0,175,0,0,0,0,0,biscuit
312,50,156,500,0,0,0,0,0,biscuit
60,94,0,170,34,0,0,0,17,biscuit
50,128,0,185,0,0,51,0,0,biscuit
200,0,0,300,0,0,0,0,250,biscuit
150,115,52,150,0,3,0,3,0,biscuit
115,175,104,175,0,1.5,0,0,0,biscuit
420,225,104,495,0,12,0,6,0,biscuit
325,175,104,500,125,17,34,0,0,biscuit
520,225,208,560,0,12,0,6,0,biscuit
175,200,44,280,0,0,0,1,0,biscuit
390,285,104,400,0,6,0,3,0,biscuit
50,85,52,100,34,0,0,0,0,biscuit
185,125,83,250,0,0,0,0,0,biscuit
140,335,0,250,0,0,0,0,0,biscuit
75,100,0,230,0,0,0,0,34,biscuit
120,120,83,230,0,0,0,0,0,biscuit
85,125,0,180,0,0,0,0,0,biscuit
330,415,52,180,0,4.5,0,3,0,biscuit
125,235,0,250,0,6,0,0,0,biscuit
371,225,104,315,0,4.5,0,1.5,0,biscuit
210,110,0,225,335,3,0,3,0,biscuit
175,100,52,250,120,3,0,1,0,biscuit
85,110,0,125,0,3,0,0,0,biscuit
370,225,104,375,0,4.5,0,4.5,0,biscuit
